uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,cnae_descricao,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_idade_divida_mais_recente,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente
PE,CABO DE SANTO AGOSTINHO,Padaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-01,Fabricação de produtos de panificação industrial,"(70000, 100000]","(900, 1150]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(30000, 50000]","(4000, 5000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,82.30-0-01,"Serviços de organização de feiras, congressos, exposições e festas","(0, 1]","(4000, 5000]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 2,10.91-1-01,Fabricação de produtos de panificação industrial,"(30000, 50000]","(250, 350]",0,0,,,1,,,,,,1
PE,TAMANDARE,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 2,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(100000, 200000]","(3000, 4000]",0,0,,,0,,,,,,0
CE,PACAJUS,Churrascaria,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(600, 750]",0,0,,,1,,,,,,1
PE,RECIFE,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(150, 250]",0,0,,,0,,,,,,0
PE,OLINDA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.22-9-02,Peixaria,"(0, 1]","(4000, 5000]",2,0,20,Bancos e Financeiro,1,,,,,,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(600, 750]",0,0,,,0,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(5000, 8000]","(450, 600]",0,0,,,0,,,,,,0
CE,FORTALEZA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(1600, 2000]",2,0,30,Alimentos e Bebidas,1,,,,,,1
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,56.12-1-00,Serviços ambulantes de alimentação,"(3000, 5000]","(750, 900]",0,0,,,0,,,,,,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,10.96-1-00,Fabricação de alimentos e pratos prontos,"(1500, 2000]","(450, 600]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,47.89-0-99,Comércio varejista de outros produtos não especificados anteriormente,"(200, 1000]","(150, 250]",0,0,,,0,,,,,,0
PE,OLINDA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,82.30-0-01,"Serviços de organização de feiras, congressos, exposições e festas","(3000, 5000]","(600, 750]",0,0,,,0,,,,,,0
CE,FORTALEZA,Doces & Confeitaria,206-2 - Sociedade Empresária Limitada,Fonte 1,47.21-1-04,"Comércio varejista de doces, balas, bombons e semelhantes","(70000, 100000]","(350, 450]",0,0,,,0,,,,,,0
PB,CONDE,Conveniência,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(70000, 100000]","(8000, 25000]",0,0,,,0,,,,,,0
PE,CARUARU,Doces & Confeitaria,206-2 - Sociedade Empresária Limitada,Fonte 1,47.89-0-99,Comércio varejista de outros produtos não especificados anteriormente,"(70000, 100000]","(3000, 4000]",0,1,55,,0,,,,,,0
PE,IPOJUCA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(150, 250]",0,0,,,0,,,"(2.0, 3.0]","(0, 5]",1,0
PE,JABOATAO DOS GUARARAPES,Conveniência,206-2 - Sociedade Empresária Limitada,Fonte 1,47.29-6-02,Comércio varejista de mercadorias em lojas de conveniência,"(30000, 50000]","(50, 100]",0,0,,,0,,,,,,0
AL,MACEIO,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,10.94-5-00,Fabricação de massas alimentícias,"(3000, 5000]","(50, 100]",0,0,,,0,,,,,,0
PE,IPOJUCA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(0, 25]",0,0,,,0,,,"(2.0, 3.0]","(0, 5]",1,1
PE,OLINDA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(3000, 5000]","(1300, 1600]",0,0,,,1,,$,,,,1
PE,CABO DE SANTO AGOSTINHO,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(3000, 5000]","(100, 150]",0,0,,,0,,,,,,0
PE,MORENO,Bar,213-5 - Empresário (Individual),Fonte 1,56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","(0, 1]","(50, 100]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(5000, 8000]","(750, 900]",0,0,,,0,,,,,,1
AL,MACEIO,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.12-1-00,Serviços ambulantes de alimentação,"(0, 1]","(4000, 5000]",0,2,46,,0,,,,,,1
CE,FORTALEZA,Distribuidor,213-5 - Empresário (Individual),Fonte 1,47.21-1-03,Comércio varejista de laticínios e frios,"(20000, 30000]","(100, 150]",0,0,,,1,,,,,,1
PE,PAULISTA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,49.30-2-01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","(8000, 10000]","(50, 100]",0,0,,,1,,,"(4.5, 5.0]","(0, 5]",1,0
PE,RECIFE,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(5000, 8000]","(750, 900]",2,0,12,"Tecnologia, Alimentos e Bebidas",0,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(15000, 20000]","(250, 350]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,73.19-0-02,Promoção de vendas,"(3000, 5000]","(450, 600]",1,0,11,Telecomunicações,1,,,,,,0
CE,FORTALEZA,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 1,46.91-5-00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios","(100000, 200000]","(350, 450]",0,0,,,0,,,,,,0
PE,CARUARU,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,"(0, 1]","(2000, 2400]",0,0,,,0,,,,,,0
PB,JOAO PESSOA,Cafeteria,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(30000, 50000]","(25, 50]",0,0,,,0,,,,,,0
CE,FORTALEZA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(15000, 20000]","(350, 450]",0,0,,,1,,,,,,1
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.55-5-02,Comercio varejista de artigos de armarinho,"(3000, 5000]","(100, 150]",0,0,,,0,,,,,,0
CE,PINDORETAMA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.22-9-01,Comércio varejista de carnes - açougues,"(0, 1]","(4000, 5000]",4,0,19,"Alimentos e Bebidas, Diversos, Financeiro",1,,,,,,1
PE,RECIFE,Office - Escolas & Escritórios & Consultórios & Associações,213-5 - Empresário (Individual),Fonte 5,96.02-5-01,"Cabeleireiros, manicure e pedicure","(3000, 5000]","(2000, 2400]",1,0,28,Alimentos e Bebidas,1,,,,,,0
PE,PAULISTA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(3000, 5000]","(1150, 1300]",0,0,,,1,,$,,,,1
AL,MACEIO,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(200, 1000]","(25, 50]",0,0,,,0,,,,,,1
PE,GRAVATA,Office - Escolas & Escritórios & Consultórios & Associações,213-5 - Empresário (Individual),Fonte 1,96.02-5-01,"Cabeleireiros, manicure e pedicure","(3000, 5000]","(3000, 4000]",0,0,,,1,,,,,,0
PE,SAO LOURENCO DA MATA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(200000, 1000000]","(600, 750]",1,0,2,Tecnologia,0,,,,,,1
PE,PAULISTA,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 5,82.99-7-07,Salas de acesso à internet,"(8000, 10000]","(150, 250]",0,0,,,1,,,,,,1
PE,IPOJUCA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(20000, 30000]","(0, 25]",0,0,,,0,,,"(4.0, 4.5]","(100, 200]",1,0
PE,OLINDA,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(20000, 30000]","(600, 750]",0,0,,,1,,,,,,1
AL,MACEIO,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,"(8000, 10000]","(50, 100]",0,0,,,1,,,,,,1
PE,POMBOS,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(10000, 15000]","(50, 100]",0,0,,,0,,,,,,1
CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(15000, 20000]","(100, 150]",0,0,,,0,,,,,,0
CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(100, 150]",0,0,,,0,,,,"(30, 50]",1,0
CE,FORTALEZA,Churrascaria,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(5000, 8000]",2,12,2,Tecnologia,1,"(30, 50]",$,,"(5000, 10000]",1,0
PE,IPOJUCA,Bar,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(15000, 20000]","(4000, 5000]",0,0,,,1,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,56.11-2-01,Restaurantes e similares,"(15000, 20000]","(4000, 5000]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,49.30-2-01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.","(200, 1000]","(50, 100]",0,0,,,0,,,,,,1
PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento","(1000, 1500]","(900, 1150]",0,0,,,1,,,,,,0
PE,JABOATAO DOS GUARARAPES,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 1,10.96-1-00,Fabricação de alimentos e pratos prontos,"(30000, 50000]","(2400, 3000]",0,0,,,0,,,,,,0
PB,CABEDELO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(25, 50]",0,0,,,0,,,,,,1
AL,MACEIO,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,47.23-7-00,Comércio varejista de bebidas,"(200, 1000]","(3000, 4000]",0,0,,,1,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(8000, 10000]","(1300, 1600]",0,0,,,0,,,,,,0
PE,IPOJUCA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(250, 350]",0,0,,,0,,,"(3.0, 4.0]","(50, 100]",1,0
PB,BAYEUX,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(8000, 10000]","(450, 600]",0,0,,,1,,,,,,1
CE,FORTALEZA,Atacarejo & Supermercado,213-5 - Empresário (Individual),Fonte 1,47.44-0-99,Comércio varejista de materiais de construção em geral,"(0, 1]","(4000, 5000]",0,0,,,0,,,,,,1
PE,CABO DE SANTO AGOSTINHO,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(100000, 200000]","(250, 350]",0,0,,,0,,,"(4.0, 4.5]","(100, 200]",1,0
CE,AQUIRAZ,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.23-7-00,Comércio varejista de bebidas,"(1500, 2000]","(2000, 2400]",0,0,,,0,,,,,,0
PE,SAO LOURENCO DA MATA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(3000, 5000]","(0, 25]",0,0,,,0,,,,,,1
CE,FORTALEZA,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 1,47.21-1-04,"Comércio varejista de doces, balas, bombons e semelhantes","(3000, 5000]","(2000, 2400]",11,8,3,"Distribuição, Alimentos e Bebidas, Serviços",1,,,,,,1
AL,MACEIO,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(2000, 3000]","(450, 600]",0,0,,,0,,,,,,0
PE,RECIFE,Bar,206-2 - Sociedade Empresária Limitada,Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(5000, 8000]",0,0,,,1,,,,,,0
AL,MACEIO,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(8000, 10000]","(450, 600]",0,0,,,1,,,,,,0
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(200, 1000]","(1150, 1300]",0,0,,,1,,,,,,0
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,"(5000, 8000]","(900, 1150]",0,0,,,0,"(0, 5]",$,,,,1
PE,PAULISTA,Açaí & Sorvetes,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(150, 250]",0,0,,,1,,,,,,1
PE,OLINDA,Açaí & Sorvetes,213-5 - Empresário (Individual),Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(1500, 2000]","(50, 100]",0,0,,,1,,,,,,0
AL,MACEIO,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(30000, 50000]","(1600, 2000]",0,0,,,0,,,,,,0
PE,JABOATAO DOS GUARARAPES,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(50, 100]",0,0,,,0,,,,,,1
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,10.94-5-00,Fabricação de massas alimentícias,"(1, 200]","(1300, 1600]",3,0,1,"Alimentos e Bebidas, Saúde",1,,$,,,,1
PE,GRAVATA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(30000, 50000]","(150, 250]",0,0,,,0,,,,,,1
CE,ITAITINGA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(3000, 5000]","(8000, 25000]",0,0,,,0,,,,,,0
PE,PAULISTA,Hambúrguer,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(3000, 5000]","(1600, 2000]",0,0,,,1,"(50, 100]",$,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(15000, 20000]","(5000, 8000]",0,0,,,0,,,,,,0
CE,AQUIRAZ,Hambúrguer,213-5 - Empresário (Individual),Fonte 2,47.23-7-00,Comércio varejista de bebidas,"(1500, 2000]","(900, 1150]",4,2,11,"Alimentos e Bebidas, Saúde",1,,$,,,,1
PE,RECIFE,Cafeteria,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(70000, 100000]","(5000, 8000]",0,0,,,0,,,,,,0
AL,MACEIO,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 5,47.22-9-01,Comércio varejista de carnes - açougues,"(15000, 20000]","(5000, 8000]",0,0,,,0,,,,,,0
PE,JABOATAO DOS GUARARAPES,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,"(1500, 2000]","(250, 350]",0,0,,,0,,,,,,0
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(30000, 50000]","(900, 1150]",0,0,,,0,,,,,,0
PE,JABOATAO DOS GUARARAPES,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.23-7-00,Comércio varejista de bebidas,"(2000, 3000]","(1150, 1300]",0,0,,,0,,,,,,0
CE,FORTALEZA,Padaria,213-5 - Empresário (Individual),Fonte 1,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(10000, 15000]","(900, 1150]",0,0,,,1,,,,,,0
PB,JOAO PESSOA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 2,47.21-1-03,Comércio varejista de laticínios e frios,"(8000, 10000]","(250, 350]",0,0,,,1,,,,,,0
CE,FORTALEZA,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 2,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,"(8000, 10000]","(1150, 1300]",0,0,,,1,,,,,,1
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,"(0, 1]","(4000, 5000]",0,0,,,1,,,,,,1
CE,FORTALEZA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.89-0-04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,"(1500, 2000]","(900, 1150]",0,0,,,0,,,,,,0
PE,CARUARU,Conveniência,206-2 - Sociedade Empresária Limitada,Fonte 1,47.71-7-01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas","(15000, 20000]","(4000, 5000]",0,0,,,1,,,,,,0
PE,JABOATAO DOS GUARARAPES,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(25, 50]",0,0,,,0,,,,,,1
PE,CAMARAGIBE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(200, 1000]","(350, 450]",0,0,,,1,,,,,,0
PE,RECIFE,Hambúrguer,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,"(100000, 200000]","(50, 100]",0,7,2,,0,,,"(4.0, 4.5]","(1000, 2500]",1,0
PE,RECIFE,Doces & Confeitaria,206-2 - Sociedade Empresária Limitada,Fonte 1,62.09-1-00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação","(30000, 50000]","(50, 100]",0,0,,,0,,,,,,0
AL,RIO LARGO,Distribuidor,206-2 - Sociedade Empresária Limitada,Fonte 5,46.39-7-01,Comércio atacadista de produtos alimentícios em geral,"(200000, 1000000]","(4000, 5000]",0,0,,,0,,,,,,1
PE,OLINDA,Bar,213-5 - Empresário (Individual),Fonte 5,47.81-4-00,Comércio varejista de artigos do vestuário e acessórios,"(200, 1000]","(900, 1150]",0,0,,,0,,,,,,1
CE,FORTALEZA,Lanches & Salgados,213-5 - Empresário (Individual),Fonte 2,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares","(20000, 30000]","(3000, 4000]",0,0,,,1,,$,,,,0
PE,RECIFE,Pizza & Massas,213-5 - Empresário (Individual),Fonte 2,56.11-2-01,Restaurantes e similares,"(8000, 10000]","(1600, 2000]",1,0,31,Financeiro,1,,,,,,1
PE,RECIFE,Bar,213-5 - Empresário (Individual),Fonte 5,47.21-1-04,"Comércio varejista de doces, balas, bombons e semelhantes","(0, 1]","(3000, 4000]",0,0,,,0,,,,,,1
PE,RECIFE,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns","(70000, 100000]","(150, 250]",0,0,,,1,,,,,,1
PE,SAO JOSE DA COROA GRANDE,Bar,213-5 - Empresário (Individual),Fonte 5,79.11-2-00,Agências de viagens,"(8000, 10000]","(25, 50]",0,0,,,0,,,,,,1
PE,PAULISTA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,"(70000, 100000]","(600, 750]",0,0,,,1,,,,,,0
AL,MACEIO,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(8000, 10000]","(1300, 1600]",0,2,20,,0,,,,,,0
AL,MACEIO,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,"(30000, 50000]","(900, 1150]",0,3,26,,1,,,,,,0
